inputs,outputs,faulty_output_prob,regular_diagnoser_time,backward_diagnoser_time,best_prob_diagnoser_time,regular_diagnoser_output,backward_diagnoser_output,best_prob_diagnoser_output
"[1, 1, 1, 0, 0]","[0, 0]",0.01,0.0,0.0,0.0,"[([gate22, gate23], 0.15842), ([gate16, gate22], 0.15842), ([gate11, gate22], 0.15842), ([gate10, gate16], 0.15842), ([gate10, gate11], 0.15842)]","[([gate22, gate23], 0.15842), ([gate16, gate22], 0.15842), ([gate11, gate22], 0.15842), ([gate10, gate16], 0.15842), ([gate10, gate11], 0.15842)]","[([gate22, gate23], 0.19602), ([gate16, gate22], 0.19602), ([gate11, gate22], 0.19602), ([gate10, gate16], 0.19602), ([gate10, gate11], 0.19602)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.11,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.09,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.184022), ([gate11, gate22], 0.184022), ([gate10, gate11], 0.184022)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.07,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.1922), ([gate11, gate22], 0.1922), ([gate10, gate11], 0.1922)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.05,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.200556), ([gate11, gate22], 0.200556), ([gate10, gate11], 0.200556)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.03,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.209089), ([gate11, gate22], 0.209089), ([gate10, gate11], 0.209089)]"
"[1, 1, 1, 0, 1]","[0, 0]",0.01,0.0,0.015621423721313477,0.0,"[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.176022), ([gate11, gate22], 0.176022), ([gate10, gate11], 0.176022)]","[([gate22, gate23], 0.2178), ([gate11, gate22], 0.2178), ([gate10, gate11], 0.2178)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.138017), ([gate19, gate22], 0.138017), ([gate16, gate22], 0.138017), ([gate11, gate22], 0.138017), ([gate10, gate23], 0.138017), ([gate10, gate19], 0.138017)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.14415), ([gate19, gate22], 0.14415), ([gate16, gate22], 0.14415), ([gate11, gate22], 0.14415), ([gate10, gate23], 0.14415), ([gate10, gate19], 0.14415)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.150417), ([gate19, gate22], 0.150417), ([gate16, gate22], 0.150417), ([gate11, gate22], 0.150417), ([gate10, gate23], 0.150417), ([gate10, gate19], 0.150417)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.156817), ([gate19, gate22], 0.156817), ([gate16, gate22], 0.156817), ([gate11, gate22], 0.156817), ([gate10, gate23], 0.156817), ([gate10, gate19], 0.156817)]"
"[1, 1, 1, 1, 0]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.132017), ([gate19, gate22], 0.132017), ([gate16, gate22], 0.132017), ([gate11, gate22], 0.132017), ([gate10, gate23], 0.132017), ([gate10, gate19], 0.132017)]","[([gate22, gate23], 0.16335), ([gate19, gate22], 0.16335), ([gate16, gate22], 0.16335), ([gate11, gate22], 0.16335), ([gate10, gate23], 0.16335), ([gate10, gate19], 0.16335)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.11,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.09,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.16562), ([gate19, gate22], 0.16562), ([gate16, gate22], 0.16562), ([gate10, gate23], 0.16562), ([gate10, gate19], 0.16562)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.07,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.17298), ([gate19, gate22], 0.17298), ([gate16, gate22], 0.17298), ([gate10, gate23], 0.17298), ([gate10, gate19], 0.17298)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.05,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.1805), ([gate19, gate22], 0.1805), ([gate16, gate22], 0.1805), ([gate10, gate23], 0.1805), ([gate10, gate19], 0.1805)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.03,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.18818), ([gate19, gate22], 0.18818), ([gate16, gate22], 0.18818), ([gate10, gate23], 0.18818), ([gate10, gate19], 0.18818)]"
"[1, 0, 1, 1, 0]","[0, 1]",0.01,0.0,0.015625715255737305,0.0,"[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.15842), ([gate19, gate22], 0.15842), ([gate16, gate22], 0.15842), ([gate10, gate23], 0.15842), ([gate10, gate19], 0.15842)]","[([gate22, gate23], 0.19602), ([gate19, gate22], 0.19602), ([gate16, gate22], 0.19602), ([gate10, gate23], 0.19602), ([gate10, gate19], 0.19602)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.1274), ([gate19, gate22], 0.1274), ([gate16, gate22], 0.1274), ([gate11, gate22], 0.1274), ([gate10, gate23], 0.1274), ([gate10, gate19], 0.1274)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.133062), ([gate19, gate22], 0.133062), ([gate16, gate22], 0.133062), ([gate11, gate22], 0.133062), ([gate10, gate23], 0.133062), ([gate10, gate19], 0.133062)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.138846), ([gate19, gate22], 0.138846), ([gate16, gate22], 0.138846), ([gate11, gate22], 0.138846), ([gate10, gate23], 0.138846), ([gate10, gate19], 0.138846)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.144754), ([gate19, gate22], 0.144754), ([gate16, gate22], 0.144754), ([gate11, gate22], 0.144754), ([gate10, gate23], 0.144754), ([gate10, gate19], 0.144754)]"
"[1, 1, 1, 1, 1]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.121862), ([gate19, gate22], 0.121862), ([gate16, gate22], 0.121862), ([gate11, gate22], 0.121862), ([gate10, gate23], 0.121862), ([gate10, gate19], 0.121862)]","[([gate22, gate23], 0.150785), ([gate19, gate22], 0.150785), ([gate16, gate22], 0.150785), ([gate11, gate22], 0.150785), ([gate10, gate23], 0.150785), ([gate10, gate19], 0.150785)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.11,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.09,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.1183), ([gate19, gate22], 0.1183), ([gate16, gate23], 0.1183), ([gate11, gate22], 0.1183), ([gate10, gate23], 0.1183), ([gate10, gate19], 0.1183), ([gate10, gate11], 0.1183)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.07,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.123557), ([gate19, gate22], 0.123557), ([gate16, gate23], 0.123557), ([gate11, gate22], 0.123557), ([gate10, gate23], 0.123557), ([gate10, gate19], 0.123557), ([gate10, gate11], 0.123557)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.05,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.128929), ([gate19, gate22], 0.128929), ([gate16, gate23], 0.128929), ([gate11, gate22], 0.128929), ([gate10, gate23], 0.128929), ([gate10, gate19], 0.128929), ([gate10, gate11], 0.128929)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.03,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.134414), ([gate19, gate22], 0.134414), ([gate16, gate23], 0.134414), ([gate11, gate22], 0.134414), ([gate10, gate23], 0.134414), ([gate10, gate19], 0.134414), ([gate10, gate11], 0.134414)]"
"[1, 0, 0, 1, 1]","[1, 0]",0.01,0.015627384185791016,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.140014), ([gate19, gate22], 0.140014), ([gate16, gate23], 0.140014), ([gate11, gate22], 0.140014), ([gate10, gate23], 0.140014), ([gate10, gate19], 0.140014), ([gate10, gate11], 0.140014)]"
"[0, 0, 0, 1, 1]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]"
"[0, 0, 0, 1, 1]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.1183), ([gate19, gate22], 0.1183), ([gate16, gate23], 0.1183), ([gate11, gate22], 0.1183), ([gate10, gate23], 0.1183), ([gate10, gate19], 0.1183), ([gate10, gate11], 0.1183)]"
"[0, 0, 0, 1, 1]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.123557), ([gate19, gate22], 0.123557), ([gate16, gate23], 0.123557), ([gate11, gate22], 0.123557), ([gate10, gate23], 0.123557), ([gate10, gate19], 0.123557), ([gate10, gate11], 0.123557)]"
"[0, 0, 0, 1, 1]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.113157), ([gate19, gate22], 0.113157), ([gate16, gate23], 0.113157), ([gate11, gate22], 0.113157), ([gate10, gate23], 0.113157), ([gate10, gate19], 0.113157), ([gate10, gate11], 0.113157)]","[([gate22, gate23], 0.128929), ([gate19, gate22], 0.128929), ([gate16, gate23], 0.128929), ([gate11, gate22], 0.128929), ([gate10, gate23], 0.128929), ([gate10, gate19], 0.128929), ([gate10, gate11], 0.128929)]"
