System_name,Input,Algo,Real,TP,FP,FN,precision,recall
74182,101111111,[['gate58']],[['gate58']],1,0,0,1.0,1.0
74182,010111101,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,000011001,"[['gate67', 'gate58', 'gate53']]","[['gate67', 'gate58']]",0,1,1,0.0,0.0
74182,100101101,[],[['gate70']],0,0,1,0,0.0
74182,100110001,"[['gate67', 'gate53']]","[['gate70', 'gate53']]",0,1,1,0.0,0.0
74182,001011100,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate70', 'gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,110101111,"[['gate63', 'gate53']]","[['gate63', 'gate53']]",1,0,0,1.0,1.0
74182,111100101,"[['gate67', 'gate63', 'gate53']]","[['gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,100000111,"[['gate70', 'gate67', 'gate63', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,111000110,"[['gate67', 'gate58']]","[['gate67', 'gate58']]",1,0,0,1.0,1.0
74182,100001110,[['gate67']],[],0,1,0,0.0,0
74182,001010101,"[['gate58', 'gate53']]","[['gate58', 'gate53']]",1,0,0,1.0,1.0
74182,110101011,"[['gate70', 'gate63', 'gate58', 'gate53'], ['gate67', 'gate58', 'gate49', 'gate53']]","[['gate58', 'gate49']]",0,2,1,0.0,0.0
74182,011101011,"[['gate70', 'gate63', 'gate58']]","[['gate70', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,101111100,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,011000101,"[['gate67', 'gate53']]","[['gate70', 'gate67']]",0,1,1,0.0,0.0
74182,000010111,"[['gate67', 'gate53']]","[['gate67', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,110010001,"[['gate63', 'gate58']]","[['gate63', 'gate58']]",1,0,0,1.0,1.0
74182,100110110,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,101000000,"[['gate67', 'gate63', 'gate58']]","[['gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,000000011,"[['gate70', 'gate67', 'gate63', 'gate53'], ['gate67', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]",0,2,2,0.0,0.0
74182,001001110,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate70', 'gate67', 'gate58']]",0,1,1,0.0,0.0
74182,010011101,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,001101111,"[['gate70', 'gate63', 'gate58']]","[['gate70', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,100001010,"[['gate67', 'gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,000101001,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,111110000,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,100101110,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,101110011,"[['gate70', 'gate63', 'gate53'], ['gate49', 'gate53', 'gate63']]","[['gate70', 'gate63', 'gate53'], ['gate49', 'gate53', 'gate63']]",2,0,0,1.0,1.0
74182,000100100,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,000110000,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,111100010,"[['gate70', 'gate67', 'gate63', 'gate58'], ['gate67', 'gate58', 'gate49', 'gate63']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53'], ['gate67', 'gate58', 'gate49', 'gate53', 'gate63']]",0,2,2,0.0,0.0
74182,011010111,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,110011101,"[['gate63', 'gate53']]","[['gate67', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,010100000,"[['gate70', 'gate67', 'gate63', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,111111011,"[['gate70', 'gate67', 'gate63', 'gate58'], ['gate67', 'gate58', 'gate49', 'gate63']]","[['gate70', 'gate67', 'gate63', 'gate58'], ['gate67', 'gate58', 'gate49', 'gate63']]",2,0,0,1.0,1.0
74182,010110011,"[['gate67', 'gate58']]","[['gate67', 'gate58']]",1,0,0,1.0,1.0
74182,101101110,[],[['gate53']],0,0,1,0,0.0
74182,011110010,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,110111111,"[['gate58', 'gate53']]","[['gate58', 'gate53']]",1,0,0,1.0,1.0
74182,111010010,"[['gate67', 'gate53']]","[['gate67', 'gate53']]",1,0,0,1.0,1.0
74182,001100010,"[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]","[['gate70', 'gate67', 'gate63', 'gate58'], ['gate67', 'gate58', 'gate49', 'gate63']]",0,2,2,0.0,0.0
74182,101000001,[],[['gate53']],0,0,1,0,0.0
74182,111101010,"[['gate58', 'gate49', 'gate53']]","[['gate58', 'gate49', 'gate53']]",1,0,0,1.0,1.0
74182,100011110,[['gate70']],[['gate70']],1,0,0,1.0,1.0
74182,011000000,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,000110101,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100000000,"[['gate67', 'gate63', 'gate53']]","[['gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,110010010,"[['gate67', 'gate53']]","[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]",0,1,2,0.0,0.0
74182,001111011,"[['gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,100100100,"[['gate67', 'gate53']]",[['gate53']],0,1,1,0.0,0.0
74182,100001100,"[['gate70', 'gate63', 'gate53']]","[['gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,010110110,"[['gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,001101110,[],[],0,0,0,0,0
74182,001110000,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate58']]",1,0,0,1.0,1.0
74182,111100100,"[['gate67', 'gate63', 'gate53']]",[['gate67']],0,1,1,0.0,0.0
74182,111110010,"[['gate70', 'gate58'], ['gate58', 'gate49']]","[['gate70', 'gate58'], ['gate58', 'gate49']]",2,0,0,1.0,1.0
74182,000001001,"[['gate70', 'gate67']]","[['gate70', 'gate67']]",1,0,0,1.0,1.0
74182,110011001,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,001111100,[['gate67']],[['gate67']],1,0,0,1.0,1.0
74182,010001110,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58']]",0,1,1,0.0,0.0
74182,111010100,"[['gate70', 'gate67', 'gate63', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,010001111,"[['gate67', 'gate53']]","[['gate67', 'gate53']]",1,0,0,1.0,1.0
74182,111100110,"[['gate67', 'gate53']]","[['gate70', 'gate67', 'gate53']]",0,1,1,0.0,0.0
74182,000000111,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,011001100,"[['gate63', 'gate58']]","[['gate67', 'gate63']]",0,1,1,0.0,0.0
74182,110110110,[['gate58']],[['gate58']],1,0,0,1.0,1.0
74182,111001011,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100100110,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,001011111,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,110011110,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate63', 'gate58']]",0,1,1,0.0,0.0
74182,001000110,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100010000,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58']]",0,1,1,0.0,0.0
74182,001101001,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate63', 'gate58']]",0,1,1,0.0,0.0
74182,001100001,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,000000001,"[['gate67', 'gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,010101010,"[['gate70', 'gate67', 'gate58', 'gate53'], ['gate58', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate53'], ['gate49', 'gate53', 'gate63']]",0,2,2,0.0,0.0
74182,001000101,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,010010111,"[['gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,110011011,"[['gate67', 'gate53']]",[['gate67']],0,1,1,0.0,0.0
74182,000110111,"[['gate70', 'gate67', 'gate53']]","[['gate70', 'gate67', 'gate53']]",1,0,0,1.0,1.0
74182,010000000,"[['gate70', 'gate67', 'gate63']]","[['gate70', 'gate67', 'gate63']]",1,0,0,1.0,1.0
74182,110111010,"[['gate70', 'gate63', 'gate58', 'gate53'], ['gate58', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53'], ['gate67', 'gate58', 'gate49', 'gate53', 'gate63']]",0,2,2,0.0,0.0
74182,010111011,"[['gate70', 'gate58', 'gate53'], ['gate58', 'gate49', 'gate53']]","[['gate70', 'gate58'], ['gate58', 'gate49']]",0,2,2,0.0,0.0
74182,110011010,[['gate63']],[['gate63']],1,0,0,1.0,1.0
74182,001001100,"[['gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,010010100,"[['gate63', 'gate53']]","[['gate63', 'gate53']]",1,0,0,1.0,1.0
74182,011101111,"[['gate70', 'gate67', 'gate53']]","[['gate70', 'gate67', 'gate53']]",1,0,0,1.0,1.0
74182,101110000,[['gate63']],[['gate63']],1,0,0,1.0,1.0
74182,011000001,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,011001111,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100111000,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate58']]",1,0,0,1.0,1.0
74182,110111110,"[['gate70', 'gate67', 'gate53']]","[['gate70', 'gate67', 'gate53']]",1,0,0,1.0,1.0
74182,010101001,[],[],0,0,0,0,0
74182,101011110,"[['gate70', 'gate67']]","[['gate70', 'gate67']]",1,0,0,1.0,1.0
74182,101000100,"[['gate70', 'gate53']]","[['gate70', 'gate67', 'gate53']]",0,1,1,0.0,0.0
74182,110000101,"[['gate63', 'gate53']]","[['gate63', 'gate53']]",1,0,0,1.0,1.0
74182,101110101,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,101011010,"[['gate70', 'gate63'], ['gate49', 'gate63']]","[['gate70', 'gate63'], ['gate49', 'gate63']]",2,0,0,1.0,1.0
74182,010010001,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,101111011,"[['gate67', 'gate63', 'gate58']]","[['gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,010000010,"[['gate67', 'gate63', 'gate58']]","[['gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,010011001,[['gate58']],[['gate58']],1,0,0,1.0,1.0
74182,010000001,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,110000000,"[['gate67', 'gate58']]","[['gate70', 'gate67', 'gate58']]",0,1,1,0.0,0.0
74182,111001100,"[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,111101001,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate70', 'gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,000111100,"[['gate63', 'gate53']]","[['gate67', 'gate63']]",0,1,1,0.0,0.0
74182,101100000,"[['gate67', 'gate53']]","[['gate67', 'gate53']]",1,0,0,1.0,1.0
74182,000101111,[['gate70']],[['gate70']],1,0,0,1.0,1.0
74182,111110101,"[['gate70', 'gate67', 'gate63']]","[['gate70', 'gate67', 'gate63']]",1,0,0,1.0,1.0
74182,000100000,[['gate63']],[['gate63']],1,0,0,1.0,1.0
74182,011100001,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,001010111,"[['gate67', 'gate58']]","[['gate70', 'gate67', 'gate58']]",0,1,1,0.0,0.0
74182,011100101,"[['gate67', 'gate58']]","[['gate67', 'gate58']]",1,0,0,1.0,1.0
74182,111010000,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,110010111,"[['gate70', 'gate53']]","[['gate70', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,000011010,"[['gate70', 'gate63', 'gate53'], ['gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate63', 'gate53'], ['gate67', 'gate49', 'gate53', 'gate63']]",0,2,2,0.0,0.0
74182,001111001,"[['gate67', 'gate53']]","[['gate67', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,000110100,[['gate70']],[['gate70']],1,0,0,1.0,1.0
74182,001110011,"[['gate70'], ['gate49']]","[['gate70', 'gate67'], ['gate67', 'gate49']]",0,2,2,0.0,0.0
74182,110101000,[],[],0,0,0,0,0
74182,011100000,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,101110010,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,001011011,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,000100111,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate53']]",0,1,1,0.0,0.0
74182,100011100,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,011010011,"[['gate70', 'gate67', 'gate58'], ['gate67', 'gate58', 'gate49']]","[['gate70', 'gate67', 'gate58'], ['gate67', 'gate58', 'gate49']]",2,0,0,1.0,1.0
74182,000111111,"[['gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58']]",0,1,1,0.0,0.0
74182,101000010,"[['gate67', 'gate58', 'gate53']]","[['gate58', 'gate53']]",0,1,1,0.0,0.0
74182,111111000,[],[['gate67']],0,0,1,0,0.0
74182,000001100,"[['gate70', 'gate67', 'gate63', 'gate58']]",[['gate67']],0,1,1,0.0,0.0
74182,000110011,"[['gate70', 'gate67', 'gate63', 'gate58', 'gate53'], ['gate67', 'gate58', 'gate49', 'gate53', 'gate63']]","[['gate67', 'gate63']]",0,2,1,0.0,0.0
74182,110111000,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,110111011,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,010001000,"[['gate63', 'gate58', 'gate53']]","[['gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,111000100,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,110011111,"[['gate70', 'gate53']]","[['gate70', 'gate53']]",1,0,0,1.0,1.0
74182,100000010,"[['gate70', 'gate63', 'gate58', 'gate53'], ['gate58', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate63', 'gate58', 'gate53'], ['gate58', 'gate49', 'gate53', 'gate63']]",2,0,0,1.0,1.0
74182,001000010,"[['gate70'], ['gate49']]","[['gate70'], ['gate49']]",2,0,0,1.0,1.0
74182,101110100,"[['gate70', 'gate67', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,111011000,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100101011,[['gate70']],[['gate70']],1,0,0,1.0,1.0
74182,010101110,"[['gate70', 'gate67', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,110010011,"[['gate70', 'gate67', 'gate63', 'gate53'], ['gate67', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate53'], ['gate67', 'gate49', 'gate53']]",0,2,2,0.0,0.0
74182,010010101,"[['gate70', 'gate67', 'gate53']]","[['gate70', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,010111010,[['gate63']],"[['gate63', 'gate58']]",0,1,1,0.0,0.0
74182,001100110,"[['gate70', 'gate58']]","[['gate70', 'gate58']]",1,0,0,1.0,1.0
74182,110100111,[['gate67']],[['gate67']],1,0,0,1.0,1.0
74182,011110011,"[['gate67', 'gate63', 'gate58']]","[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]",0,1,2,0.0,0.0
74182,101000011,"[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]","[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]",2,0,0,1.0,1.0
74182,100101111,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,011110001,[['gate58']],"[['gate58', 'gate53']]",0,1,1,0.0,0.0
74182,010000100,"[['gate67', 'gate63', 'gate58']]",[['gate63']],0,1,1,0.0,0.0
74182,011011000,[['gate70']],"[['gate70', 'gate67']]",0,1,1,0.0,0.0
74182,010010011,"[['gate67', 'gate53']]",[['gate67']],0,1,1,0.0,0.0
74182,111110100,"[['gate70', 'gate58']]","[['gate70', 'gate58']]",1,0,0,1.0,1.0
74182,000000000,"[['gate67', 'gate63', 'gate58']]","[['gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,100110111,"[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,100100101,"[['gate67', 'gate63', 'gate53']]","[['gate67', 'gate53']]",0,1,1,0.0,0.0
74182,101101100,"[['gate67', 'gate63', 'gate53']]","[['gate67', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,110110001,"[['gate70', 'gate58']]","[['gate70', 'gate67', 'gate58']]",0,1,1,0.0,0.0
74182,101100100,"[['gate70', 'gate63']]",[['gate70']],0,1,1,0.0,0.0
74182,000000101,"[['gate67', 'gate63', 'gate53']]","[['gate63', 'gate53']]",0,1,1,0.0,0.0
74182,110101100,[['gate63']],[['gate63']],1,0,0,1.0,1.0
74182,000101101,"[['gate70', 'gate67', 'gate63']]","[['gate70', 'gate67', 'gate63']]",1,0,0,1.0,1.0
74182,110110100,"[['gate67', 'gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,111111111,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate70', 'gate67', 'gate63', 'gate58']]",1,0,0,1.0,1.0
74182,010100111,"[['gate63', 'gate53']]","[['gate63', 'gate53']]",1,0,0,1.0,1.0
74182,011100110,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,001100111,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,111110001,"[['gate70', 'gate58']]","[['gate70', 'gate58']]",1,0,0,1.0,1.0
74182,011011101,"[['gate70', 'gate67', 'gate53']]","[['gate70', 'gate67', 'gate53']]",1,0,0,1.0,1.0
74182,010001001,"[['gate70', 'gate53']]",[['gate70']],0,1,1,0.0,0.0
74182,011111011,"[['gate70', 'gate67', 'gate63', 'gate53'], ['gate67', 'gate49', 'gate53', 'gate63']]","[['gate70', 'gate67', 'gate63'], ['gate67', 'gate49', 'gate63']]",0,2,2,0.0,0.0
74182,010111001,"[['gate70', 'gate58', 'gate53']]","[['gate70', 'gate67', 'gate53']]",0,1,1,0.0,0.0
74182,110000100,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,100110100,"[['gate70', 'gate67', 'gate58']]","[['gate67', 'gate58']]",0,1,1,0.0,0.0
74182,010100110,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate70', 'gate63', 'gate58']]",0,1,1,0.0,0.0
74182,011011110,"[['gate70', 'gate53']]","[['gate70', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,001010100,"[['gate70', 'gate63', 'gate58', 'gate53']]","[['gate70', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,110101001,"[['gate67', 'gate63', 'gate53']]","[['gate70', 'gate67', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,011001011,"[['gate58', 'gate53']]","[['gate58', 'gate53']]",1,0,0,1.0,1.0
74182,101011101,[['gate58']],"[['gate63', 'gate58']]",0,1,1,0.0,0.0
74182,000010101,"[['gate63', 'gate58', 'gate53']]","[['gate63', 'gate58']]",0,1,1,0.0,0.0
74182,001000001,"[['gate67', 'gate63', 'gate58', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,011000010,"[['gate67', 'gate63', 'gate53']]","[['gate67', 'gate63', 'gate58', 'gate53']]",0,1,1,0.0,0.0
74182,111010111,"[['gate70', 'gate67']]","[['gate70', 'gate63', 'gate58']]",0,1,1,0.0,0.0
74182,111110011,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,011000011,"[['gate70', 'gate67', 'gate63', 'gate58'], ['gate67', 'gate58', 'gate49', 'gate63']]","[['gate70', 'gate63'], ['gate49', 'gate63']]",0,2,2,0.0,0.0
74182,011110101,"[['gate70', 'gate67', 'gate58']]","[['gate70', 'gate67', 'gate58']]",1,0,0,1.0,1.0
74182,001010010,"[['gate70', 'gate63', 'gate53'], ['gate49', 'gate53', 'gate63']]","[['gate70', 'gate63', 'gate53'], ['gate49', 'gate53', 'gate63']]",2,0,0,1.0,1.0
74182,110110011,[['gate67']],[['gate67']],1,0,0,1.0,1.0
74182,111011100,"[['gate67', 'gate58', 'gate53']]","[['gate67', 'gate58', 'gate53']]",1,0,0,1.0,1.0
74182,010100101,"[['gate70', 'gate67', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",0,1,1,0.0,0.0
74182,111101100,"[['gate70', 'gate63', 'gate53']]","[['gate70', 'gate63', 'gate53']]",1,0,0,1.0,1.0
74182,111011010,[['gate53']],[['gate53']],1,0,0,1.0,1.0
74182,101001011,[['gate58']],"[['gate70', 'gate58']]",0,1,1,0.0,0.0
74182,011011111,"[['gate67', 'gate63']]","[['gate67', 'gate63']]",1,0,0,1.0,1.0
74182,111001000,"[['gate70', 'gate53']]","[['gate58', 'gate53']]",0,1,1,0.0,0.0
74182,110001110,"[['gate70', 'gate63']]","[['gate70', 'gate63']]",1,0,0,1.0,1.0
74182,111000000,"[['gate70', 'gate67', 'gate63', 'gate58']]","[['gate67', 'gate63', 'gate58']]",0,1,1,0.0,0.0
